,Name,ICAO,Callsign,Country,Active
4902,Tech-Mont Helicopter Company,TEM,TECHMONT,Slovakia,N
4903,Tennessee Airways,TEN,TENNESSEE,United States,N
4904,Territorial Airlines,TER,TERRI-AIRE,United States,N
4905,TAES Transportes Aereos de El Salvador,TES,TAES,El Salvador,N
4906,Transeuropean Airlines,TEP,TRANSEURLINE,Russia,N
4907,Tepavia-Trans Airlines,TET,TEPAVIA,Moldova,N
4908,Trans-Florida Airlines,TFA,TRANS FLORIDA,United States,N
4909,Tair Airways,TFB,ROYAL TEE-AIR,Philippines,N
4910,Talon Air,TFF,TALON FLIGHT,United States,N
4911,Trabajos Aereos Murcianos,AIM,PIJO,Spain,N
4912,Thai Flying Helicopter Service,TFH,THAI HELICOPTER,Thailand,N
4913,Transport Facilitators,TFI,,United States,N
4914,Transafrik International,TFK,,Sao Tome and Principe,N
4915,Transportes Aereos del Pacifico,TFO,TRANSPORTES PACIFICO,Mexico,N
4916,Thai Flying Service,TFT,THAI FLYING,Thailand,N
4917,Transportes Aereos San Rafael,SRF,SAN RAFEAL,Chile,N
4918,Tayside Aviation,TFY,TAYSIDE,United Kingdom,N
4919,TG Aviation,TGC,THANET,United Kingdom,N
4920,Trabajos Aereos,TGE,TASA,Spain,N
4921,Transportes Aereos Regionales,TGI,TRANSPORTE REGIONAL,Mexico,N
4922,TAG Aviation Espana,TGM,TAG ESPANA,Spain,N
4923,Trigana Air Service,TGN,TRIGANA,Indonesia,Y
4924,Titan Airways,AWC,ZAP,United Kingdom,N
4925,Transport Canada,TGO,TRANSPORT,Canada,N
4926,Tiger Airways,TGW,GO CAT,Singapore,Y
4927,Tiger Airways Australia,TGW,GO CAT,Australia,Y
4928,Transair Gabon],TGX,TRANSGABON,Gabon,N
4929,Trans Guyana Airways,TGY,TRANS GUYANA,Guyana,N
4930,Thai Airways International,THA,THAI,Thailand,Y
4931,Tar Heel Aviation,THC,TARHEEL,United States,N
4932,Toumai Air Tchad,THE,TOUMAI AIR,Chad,N
4933,Touraine Helicoptere,THF,TOURAINE HELICO,France,N
4934,Thai Global Airline,THG,THAI GLOBAL,Thailand,N
4935,Thai Jet Intergroup,THJ,THAI JET,Thailand,N
4936,Turk Hava Kurumu Hava Taksi Isletmesi,THK,HUR KUS,Turkey,Y
4937,Thai AirAsia,AIQ,THAI ASIA,Thailand,Y
4938,TACA De Honduras,THO,LEMPIRA,Honduras,N
4939,Tehran Airline,THR,TEHRAN AIR,Iran,N
4940,Thunder Airlines,THU,AIR THUNDER,Canada,N
4941,Turkish Airlines,THY,TURKAIR,Turkey,Y
4942,Trans Helicoptere Service,THZ,LYON HELIJET,France,N
4943,Trans International Airlines,TIA,TRANS INTERNATIONAL,United States,N
4944,Travel International Air Charters,TIC,TRAVEL INTERNATIONAL,Zambia,N
4945,Time Air,TIE,TIME AIR,Czech Republic,N
4946,Tic Air,TIK,TICAIR,Australia,N
4947,Tajikistan International Airlines,TIL,TIL,Tajikistan,Y
4948,TEAM Transportes Aereos,TIM,TEAM BRASIL,Brazil,N
4949,Taino Tours,TIN,TAINO,Dominican Republic,N
4950,Tesis,TIS,TESIS,Russia,N
4951,Transcarga Intl Airways,TIW,TIACA,Venezuela,N
4952,Tajikair,TJK,TAJIKAIR,Tajikistan,N
4953,Tien-Shan,TJN,NERON,Kazakhstan,N
4954,Tyrolean Jet Service,TJS,TYROLJET,Austria,N
4955,Twin Jet,TJT,TWINJET,France,Y
4956,Tikal Jets Airlines,TKC,TIKAL,Guatemala,N
4957,Take Air Line,TKE,ISLAND BIRD,France,N
4958,Tropical International Airways,TKX,TROPEXPRESS,Saint Kitts and Nevis,N
4959,Thai Sky Airlines,TKY,THAI SKY,Thailand,N
4960,Translift Airways,TLA,TRANSLIFT,Ireland,Y
4961,Transport Africa,TLF,TRANS-LEONE,Sierra Leone,N
4962,Trans Atlantic Airlines,TLL,ATLANTIC LEONE,Sierra Leone,N
4963,Eagle Canyon Airlines,TLO,TALON AIR,United States,N
4964,Tulip Air,TLP,TULIPAIR,Netherland,N
4965,Tunisavia,TAJ,TUNISAVIA,Tunisia,N
4966,TLC Air,TLS,TEALSY,United States,N
4967,Turtle Airways,TLT,TURTLE,Fiji,N
4968,Travelair,TLV,PAJAROS,Uruguay,N
4969,Telesis Transair,TLX,TELESIS,United States,N
4970,Top-Fly,TLY,TOPFLY,Spain,N
4971,Trans Mediterranean Airlines,TMA,TANGO LIMA,Lebanon,Y
4972,Transmed Airlines,TMD,,Egypt,N
4973,Tri-MG Intra Asia Airlines,TMG,TRILINES,Indonesia,N
4974,Taxis Turisticos Marakame,TMH,TAXIMARAKAME,Mexico,N
4975,Tamir Airways,TMI,TAMIRWAYS,Israel,N
4976,Tomahawk Airways,TMK,TOMAHAWK,United States,N
4977,TAM,TML,TAM AIRLINE,Madagascar,N
4978,TMC Airlines,TMM,WILLOW RUN,United States,N
4979,TRAM,TMQ,TRAM AIR,Mauritania,N
4980,Timberline Air,TMR,TIMBER,Canada,N
4981,Temsco Helicopters,TMS,TEMSCO,United States,N
4982,Trans Midwest Airlines,TMT,TRANS MIDWEST,United States,N
4983,Tramon Air,TMX,TRAMON,South Africa,N
4984,Transportes Aereos del Mundo Maya,TMY,MUNDO MAYA,Mexico,N
4985,Tranporte Amazonair,TMZ,TRANS AMAZON,Venezuela,N
4986,Trans Air-Benin,TNB,TRANS-BENIN,Benin,N
4987,Taxis Aereos del Noroeste,TNE,TAXINOROESTE,Mexico,N
4988,Transafricaine,TNF,TRANSFAS,Burkina Faso,N
4989,Tennessee Air National Guard 164th Airlift Group,TNG,,United States,N
4990,Transair International Linhas Aereas,TNI,TRANSINTER,United States,N
4991,Tengeriyn Ulaach Shine,TNL,SKY HORSE,Mongolia,N
4992,Tiara Air,TNM,TIARA,Aruba,Y
4993,Transped Aviation,TNP,TRANSPED,Austria,N
4994,Tanana Air Services,TNR,TAN AIR,United States,N
4995,Trans North Turbo Air,TNT,TRANS NORTH,Canada,N
4996,Transnorthern,TNV,TRANSNORTHERN,United States,N
4997,Trans Nation Airways,TNW,TRANS-NATION,Ethiopia,N
4998,Trener Ltd,TNX,TRAINER,Hungary,N
4999,Twin Town Leasing Company,TNY,TWINCAL,United States,N
5000,Tobruk Air,TOB,TOBRUK AIR,Libya,N
5001,TOJ Airlines,TOJ,TOJ AIRLINE,Tajikistan,N
5002,Tol-Air Services,TOL,TOL AIR,United States,N
5003,Thomsonfly,TOM,TOMSON,United Kingdom,Y
5004,Top Air,TOP,AIR TOP,Turkey,N
5005,Toronto Airways,TOR,TORONTAIR,Canada,N
5006,Tropic Air,TOS,TROPISER,Belize,Y
5007,Totavia,TOT,,Canada,N
5008,Tower Air,TOW,TEE AIR,United States,N
5009,Toyota Canada,TOY,TOYOTA,Canada,N
5010,TAMPA,TPA,TAMPA,Colombia,Y
5011,Top Speed,TPD,TOP SPEED,Austria,N
5012,Taxis Aereos del Pacifico,TPF,TAXIPACIFICO,Mexico,N
5013,Transportes Aereos Pegaso,TPG,TRANSPEGASO,Mexico,N
5014,TAR Interpilot,TPL,INTERPILOT,Mauritania,N
5015,Transpais Aereo,TPM,TRANSPAIS,Mexico,N
5016,Transportacion Aerea del Norte,TPN,AEREA DELNORTE,Mexico,N
5017,Transpac Express,TPP,TRANS EXPRESS,Australia,N
5018,Taxis Aereos De Parral,TPR,TAXIS PARRAL,Mexico,N
5019,TAPSA Transportes Aereos Petroleros,TPS,TAPSA,Argentina,N
5020,Transportes Aereo del Sureste,TPT,TASSA,Mexico,N
5021,Trans American Airlines (Trans Am),TPU,TRANS PERU,Peru,N
5022,Thai Pacific Airlines Business,TPV,THAI PACIFIC,Thailand,N
5023,Transportes Aereos De Xalapa,TPX,TRANSXALAPA,Mexico,N
5024,Trans-Provincial Airlines,TPY,TRANS PROVINCIAL,Canada,N
5025,Transportes La Paz,TPZ,TRANSPAZ,Mexico,N
5026,Taquan Air Services,TQN,TAQUAN,United States,N
5027,Transportacion Aerea De Queretaro,TQR,TRANSQUERETARO,Mexico,N
5028,TransAsia Airways,TNA,TransAsia,Taiwan,Y
5029,Transavia Holland,TRA,TRANSAVIA,Netherlands,Y
5030,Trans Air Charter,TRC,TRACKER,United States,N
5031,TACV,TCV,CABOVERDE,Portugal,Y
5032,Trans Island Air,TRD,TRANS ISLAND,Barbados,N
5033,Taxi Air Fret,TRF,TAXI JET,France,N
5034,TRAGSA (Medios Aereos),TRG,,Spain,N
5035,Trans Euro Air,TRJ,HIGH TIDE,United Kingdom,N
5036,Transport Aerien de Mauritanie,TRM,SOTRANS,Mauritania,N
5037,Tropic Airlines-Air Molokai,TRO,MOLOKAI,United States,N
5038,Turdus Airways,TRQ,HUNTER,Netherland,N
5039,Tramson Limited,TRR,TRAMSON,Sudan,N
5040,Trans Arabian Air Transport,TRT,TRANS ARABIAN,Sudan,N
5041,Triangle Airline (Uganda),TRU,TRI AIR,Uganda,N
5042,Transwestern Airlines of Utah,TRW,TRANS-WEST,United States,N
5043,Tristar Airlines,TRY,TRISTAR AIR,United States,N
5044,TransMeridian Airlines,TRZ,TRANS-MERIDIAN,United States,N
5045,Transair France,TSA,AIRTRAF,France,N
5046,TAF-Linhas Aereas,TSD,TAFI,Brazil,N
5047,Transmile Air Services,TSE,TRANSMILE,Malaysia,N
5048,Trans-Air-Congo,TSG,TRANS-CONGO,Republic of the Congo,N
5049,Transport'air,TSI,TRANSPORTAIR,France,N
5050,Trast Aero,TSJ,TRAST AERO,Kyrgyzstan,N
5051,Trast Aero,TSK,TOMSK-AVIA,Kyrgyzstan,N
5052,Thai Aviation Services,TSL,THAI AVIATION,Thailand,N
5053,Taftan Airlines,SBT,TAFTAN,Iran,N
5054,Transwest Air,ABS,ATHABASKA,Canada,Y
5055,Trans Sayegh Airport Services,TSM,,Lebanon,N
5056,Trans-Air Services,TSN,AIR TRANS,Nigeria,N
5057,Transaero Airlines,TSO,TRANSOVIET,Russia,Y
5058,Transportes Aereos Inter,TSP,TRANSPO-INTER,Guatemala,N
5059,Trans Service Airlift,TSR,TRANS SERVICE,Democratic Republic of Congo,N
5060,Tri-State Aero,TSS,TRI-STATE,United States,N
5061,TRAST,TST,TRAST,Kazakhstan,N
5062,Tropair Airservices,TSV,TROPIC,United Kingdom,N
5063,Transwings,TSW,SWISSTRANS,Switzerland,N
5064,Thai Star Airlines,TSX,THAI STAR,Thailand,N
5065,Tristar Air,TSY,TRIPLE STAR,Egypt,N
5066,TTA - Sociedade de Transporte e Trabalho Aereo,TTA,KANIMANBO,Mozambique,N
5067,Transteco,TTC,TRANSTECO,Angola,N
5068,Tarhan Tower Airlines,TTH,,Turkey,N
5069,Total Linhas Aereas,TTL,TOTAL,Brazil,N
5070,Triple O Aviation,TTP,MIGHTY WING,Nigeria,N
5071,Transportaciones Y Servicios Aereos,TTR,TRANSPORTACIONES,Mexico,N
5072,Transporte Aereo Tecnico Ejecutivo,TTS,TECNICO,Mexico,N
5073,Turkmenistan Airlines,TUA,TURKMENISTAN,Turkmenistan,Y
5074,Turismo Aereo de Chile,TUC,TURICHILE,Chile,N
5075,Tuninter,TUI,,Tunisia,Y
5076,Tulpar Air,TUL,URSAL,Russia,N
5077,Tyumenspecavia,TUM,TUMTEL,Russia,N
5078,Taxi Aereo Turistico,TUO,TURISTICO,Mexico,N
5079,Tulpar Air Service,TUX,TULPA,Kazakhstan,N
5080,Tuna Aero,TUZ,TUNA,Sweden,N
5081,Trans America Airlines,TVA,TRANS-AMERICA,United States,N
5082,Trabajos Aereos Vascongados,TVH,TRAVASA,Spain,N
5083,Tiramavia,TVI,TIRAMAVIA,Moldova,N
5084,Travel Service,TVL,TRAVEL SERVICE,Hungary,N
5085,Transavio,TVO,TRANS-BALLERIO,Italy,N
5086,Tavrey Airlines,TVR,TAVREY,Ukraine,N
5087,Travel Service,TVS,SKYTRAVEL,Czech Republic,Y
5088,Trans World Airlines,TWA,TWA,United States,N
5089,Transwede Airways,TWE,TRANSWEDE,Sweden,N
5090,Twinjet Aircraft Sales,TWJ,,United Kingdom,N
5091,Tradewinds Aviation,TWL,TRADEWINDS CANADA,Canada,N
5092,Transairways,TWM,,Mozambique,N
5093,Twente Airlines,TWO,COLIBRI,Netherlands,N
5094,Trans Air Welwitchia,TWW,WELWITCHIA,Angola,N
5095,Texair Charter,TXA,OKAY AIR,United States,N
5096,Transaviaexport,TXC,TRANSEXPORT,Belarus,N
5097,Transilvania Express,TXE,TRANSAIR EXPRESS,Romania,N
5098,Taxi Aereo Cozatl,TXL,TAXI COZATL,Mexico,N
5099,Taxi Aereo de Mexico,TXM,TAXIMEX,Mexico,N
5100,Texas National Airlines,TXN,TEXAS NATIONAL,United States,N
5101,Taxis Aereos de Sinaloa,TXO,TAXIS SINALOA,Mexico,N
5102,Taxirey,TXR,TAXIREY,Mexico,N
5103,Texas Airlines,TXS,TEXAIR,United States,N
5104,Texas Air Charters,TXT,TEXAS CHARTER,United States,N
5105,Tex Star Air Freight,TXZ,TEX STAR,United States,N
5106,Tayflite,TYF,TAYFLITE,United Kingdom,N
5107,Trygg-Flyg,TYG,TRYGG,Sweden,N
5108,Tyrol Air Ambulance,TYW,TYROL AMBULANCE,Austria,N
5109,Transporte Aereo Ernesto Saenz,TZE,TRANSPORTE SAENZ,Mexico,N
5110,Tajikstan,TZK,TAJIKSTAN,Tajikistan,N
5111,Thyssen Krupp AG,BLI,BLUELINE,Germany,N
5112,TUIfly Nordic,BLX,BLUESCAN,Sweden,Y
5113,Transportes Aereos Bolivianos,BOL,BOL,Bolivia,N
5114,Tiphook PLC,BOX,BOX,United Kingdom,N
5115,Top Flight Air Service,CHE,CHECK AIR,United States,N
5116,Trans America,CLR,CLINTON AIRWAYS,United States,N
5117,Triple Alpha,CLU,CAROLUS,Germany,N
5118,Tashkent Aircraft Production Corporation,CTP,CORTAS,Uzbekistan,N
5119,Texas Airways,CWT,TEXAS AIRWAYS,United States,N
5120,Transportes Aereos Don Carlos,DCL,DON CARLOS,Chile,N
5121,Telnic Limited,DOT,DOT TEL,United Kingdom,N
5122,Triton Airlines,DRC,TRITON AIR,Canada,N
5123,TAAG Angola Airlines,DTA,DTA,Angola,Y
5124,Tassili Airlines,DTH,TASSILI AIR,Algeria,N
5125,Transporte Ejecutivo Aereo,EAR,EJECUTIVO-AEREO,Mexico,N
5126,Transportes Aereos Nacionales De Selva Tans,ELV,AEREOS SELVA,Peru,N
5127,TAG Farnborough Airport,FBO,,United Kingdom,N
5128,Transaviaservice,FNV,TRANSAVIASERVICE,Georgia,N
5129,TAG Aviation,FPG,TAG AVIATION,Switzerland,N
5130,The 955 Preservation Group,GFN,GRIFFON,United Kingdom,N
5131,Trans-Air-Link,GJB,SKY TRUCK,United States,N
5132,Tradewind Aviation,GPD,GOODSPEED,United States,N
5133,Trail Lake Flying Service,HBA,HARBOR AIR,United States,N
5134,TAF Helicopters,HET,HELITAF,Spain,N
5135,Tango Bravo,HTO,HELI TANGO,France,N
5136,Turkish Air Force,HVK,TURKISH AIRFORCE,Turkey,Y
5137,Thryluthjonustan,IHS,,Iceland,N
5138,TA-Air Airline,IRF,TA-AIR,Iran,N
5139,Tara Air Line,IRR,TARAIR,Iran,N
5140,Trading Air Cargo,JCH,TRADING CARGO,Mauritania,N
5141,Trans-Kiev,KCA,TRANS-KIEV,Ukraine,N
5142,Tal Air Charters,JEL,JETEL,Canada,N
5143,Transcontinental Airlines,KRA,REGATA,Kazakhstan,N
5144,Transaviabaltika,KTB,TRANSBALTIKA,Lithuania,N
5145,Transair-Gyraintiee,KTS,KOTAIR,Russia,N
5146,TAM Mercosur,LAP,PARAGUAYA,Paraguay,Y
5147,The Lancair Company,LCC,LANCAIR,United States,N
5148,The Army Aviation Heritage Foundation,LEG,LEGACY,United States,N
5149,Top Sky International,LKW,TOPINTER,Indonesia,N
5150,Trans States Airlines,LOF,WATERSKI,United States,Y
5151,Trans Atlantis,LTA,LANTRA,Canada,N
5152,Transportacion Aerea Del Mar De Cortes,MCT,TRANS CORTES,Mexico,N
5153,Transporte Aero MGM,MGM,AERO EMM-GEE-EMM,Mexico,N
5154,Tigerfly,MOH,MOTH,United Kingdom,N
5155,Transportes Aereos Amparo,MPO,AMPARO,Mexico,N
5156,Trans Air,MUI,MAUI,United States,N
5157,Transportes Aereos Mexiquenses,MXQ,MEXIQUENSES,Mexico,N
5158,Travelsky Technology,,,China,N
5159,Thalys,,,Belgium,N
5160,TNT International Aviation,NTR,NITRO,United Kingdom,N
5161,Open Skies Consultative Commission,OSY,OPEN SKIES,United States,N
5162,Trans-Pacific Orient Airways,PCW,PACIFIC ORIENT,Philippines,N
5163,Tauranga Aer Club,PGS,,New Zealand,N
5164,TSSKB-Progress,PSS,PROGRESS,Russia,N
5165,Trans World Express,RBD,RED BIRD,United States,N
5166,Trans Reco,REC,TRANS-RECO,Mauritania,N
5167,Tas Aviation,RMS,TASS AIR,United States,N
5168,Tarom,ROT,TAROM,Romania,Y
5169,Transportes Aereos I.R. Crusoe,ROU,ROBINSON CRUSOE,Chile,N
5170,Transportes Aereos Sierra,RRT,SIERRA ALTA,Mexico,N
5171,Tbilisi Aviation University,RRY,AIRFERRY,Georgia,N
5172,Trans Am Compania,RTM,AERO TRANSAM,Ecuador,N
5173,Trans Sahara Air,SBJ,TRANS SAHARA,Nigeria,N
5174,Transportes Aereos Sierra Madre,SEI,TRANSPORTE SIERRA,Mexico,N
5175,Trans Asian Airlines,SRT,TRASER,Kazakhstan,N
5176,Turan Air,URN,TURAN,Azerbaijan,Y
5177,TRIP Linhas A,TIB,TRIP,Brazil,Y
5178,Tusheti,USB,TUSHETI,Georgia,N
5179,TAPC Aviatrans Aircompany,UTM,AVIATAPS,Uzbekistan,N
5180,Trans-Ulgii,UTN,TRANS-ULGII,Mongolia,N
5181,Transarabian Transportation Services,UTT,ARABIAN TRANSPORT,Uganda,N
5182,Transaven,VEN,TRANSAVEN AIRLINE,Venezuela,N
5183,Tag Aviation UK,VIP,SOVEREIGN,United Kingdom,N
5184,Tbilaviamsheni,VNZ,TBILAVIA,Georgia,N
5185,Taxi de Veracruz,VRC,VERACRUZ,Mexico,N
5186,Travel Express Aviation Services,XAR,TRAVEL EXPRESS,Indonesia,N
5187,Taxi Aero Del Norte,XNR,TAXI NORTE,Mexico,N
5188,Transports et Travaux A,,,,N
5189,USAF Air Mobility Operations Control Center,DOD,,United States,N
5190,U.S. Department of the Interior,DOI,INTERIOR,United States,N
5191,United Kingdom Civil Aviation Authority,EXM,EXAM,United Kingdom,N
5192,Union des Transports Africains de Guinee,GIH,TRANSPORT AFRICAIN,Guinea,N
5193,US Army Parachute Team,GKA,GOLDEN KNIGHTS,United States,N
5194,USA3000 Airlines,GWY,GETAWAY,United States,Y
5195,United Arabian Airlines,UAB,UNITED ARABIAN,Sudan,N
5196,United Airlines,UAL,UNITED,United States,Y
5197,United Air Charters,UAC,UNITAIR,Zimbabwe,Y
5198,United Carriers Systems,UCS,UNITED CARRIERS,United States,N
5199,United Eagle Airlines,UEA,UNITED EAGLE,China,N
5200,United Feeder Service,,,United States,N
5201,United Kingdom Civil Aviation Authority,CFU,MINAIR,United Kingdom,N
5202,United Kingdom Royal VIP Flights,KRF,KITTYHAWK,United Kingdom,N
5203,United Kingdom Royal VIP Flight,KRH,SPARROWHAWK,United Kingdom,N
5204,United Kingdom Civil Aviation Authority,SDS,STANDARDS,United Kingdom,N
5205,United Kingdom Royal VIP Flights,TQF,RAINBOW,United Kingdom,N
5206,United States Coast Guard Auxiliary,CGX,COASTGUARD AUXAIR,United States,N
5207,United States Department Of Agriculture,AGR,AGRICULTURE,United States,N
5208,University Air Squadron,UAD,,United Kingdom,N
5209,University Air Squadron,UAJ,,United Kingdom,N
5210,University Air Squadron,UAA,,United Kingdom,N
5211,University Air Squadron,UAH,,United Kingdom,N
5212,Universal Avia,HBU,KHARKIV UNIVERSAL,Ukraine,N
5213,UK HEMS,HLE,HELIMED,United Kingdom,N
5214,USA Jet Airlines,JUS,JET USA,United States,N
5215,Unijet,LEA,LEADAIR,France,N
5216,US Marshals Service,MSH,MARSHALAIR,United States,N
5217,University of North Dakota,NDU,SIOUX,United States,N
5218,Universal Airlines,PNA,PACIFIC NORTHERN,United States,N
5219,Uganda Royal Airways,RAU,UGANDA ROYAL,Uganda,N
5220,United Aviation Services,SAU,UNISERVE,Spain,N
5221,Ural Airlines,SVR,SVERDLOVSK AIR,Russia,Y
5222,Ukraine Transavia,TRB,KIROVTRANS,Ukraine,N
5223,United Arab Emirates Air Force,UAF,UNIFORCE,United Arab Emirates,N
5224,Union Africaine des Transports,UAI,UNAIR,Ivory Coast,N
5225,Uganda Air Cargo,UCC,UGANDA CARGO,Uganda,N
5226,US Airports Air Charter,UCH,US CHARTER,United States,N
5227,Ucoaviacion,UCO,UCOAVIACION,Spain,N
5228,Ues-Avia Aircompany,UES,AVIASYSTEM,Ukraine,N
5229,UFS,UFS,FEEDER EXPRESS,United States,N
5230,Uganda Airlines,UGA,UGANDA,Uganda,N
5231,Urgemer Canarias,UGC,URGEMER,Spain,N
5232,Ukrainian Helicopters,UHL,UKRAINE COPTERS,Ukraine,N
5233,Ulyanovsk Higher Civil Aviation School,UHS,PILOT AIR,Russia,N
5234,Universal Jet Rental de Mexico,UJR,UNIVERSAL JET,Mexico,N
5235,Universal Jet Aviation,UJT,UNI-JET,United States,N
5236,UK International Airlines,UKI,KHALIQ,United Kingdom,N
5237,Ukraine Air Alliance,UKL,UKRAINE ALLIANCE,Ukraine,N
5238,UM Airlines,UKM,UKRAINE MEDITERRANEE,Ukraine,Y
5239,Ukraine Air Enterprise,UKN,ENTERPRISE UKRAINE,Ukraine,N
5240,United Kingdom Home Office,UKP,POLICE,United Kingdom,N
5241,Ukrainian Cargo Airways,UKS,CARGOTRANS,Ukraine,N
5242,Ultrair,ULT,ULTRAIR,United States,N
5243,Unitemp-M,UMS,TOPAZ,Russia,N
5244,Uni-Fly,UNC,UNICOPTER,Denmark,N
5245,Union Flights,UNF,UNION FLIGHTS,United States,N
5246,Universal Jet,UNJ,PROJET,Spain,N
5247,Unsped Paket Servisi,UNS,UNSPED,Turkey,N
5248,Unifly Servizi Aerei,UNU,UNIEURO,Italy,N
5249,Ukrainian Pilot School,UPL,PILOT SCHOOL,Ukraine,N
5250,United Parcel Service,UPS,UPS,United States,N
5251,Uraiavia,URV,URAI,Russia,N
5252,US Airways,USA,U S AIR,United States,Y
5253,US Check Airlines,USC,STAR CHECK,United States,N
5254,USAfrica Airways,USF,AFRICA EXPRESS,United States,N
5255,US Helicopter,USH,US-HELI,United States,Y
5256,US Jet,USJ,USJET,United States,N
5257,US Express,USX,AIR EXPRESS,United States,N
5258,UTair Aviation,UTA,UTAIR,Russia,Y
5259,UTAGE,UTG,UTAGE,Equatorial Guinea,N
5260,Utair South Africa,UTR,AIRUT,South Africa,N
5261,Ukrainian State Air Traffic Service Enterprise,UTS,AIRRUH,Ukraine,N
5262,Urartu-Air,UTU,,Armenia,N
5263,Universal Airways,UVA,UNIVERSAL,United States,N
5264,Universal Airlines,UVG,GUYANA JET,Guyana,N
5265,Uvavemex,UVM,UVAVEMEX,Mexico,N
5266,United States Air Force,AIO,AIR CHIEF,United States,Y
5267,United Aviation,UVN,UNITED AVIATION,Kuwait,N
5268,Uzbekistan Airways,UZB,UZBEK,Uzbekistan,Y
5269,Ukraine International Airlines,AUI,UKRAINE INTERNATIONAL,Ukraine,Y
5270,Universal Airlines,WEC,AIRGO,United States,N
5271,US Helicopter Corporation,,,United States,Y
5272,V Australia Airlines,VAU,KANGA,Australia,N
5273,V Bird Airlines Netherlands,VBA,VEEBEE,Netherlands,N
5274,V-avia Airline,WIW,VEE-AVIA,Ukraine,N
5275,V-Berd-Avia,VBD,VEEBIRD-AVIA,Armenia,N
5276,Vacationair,VAC,VACATIONAIR,Canada,N
5277,Valair AG (Helicoptere),RDW,ROADWATCH,Switzerland,N
5278,Valan International Cargo Charter,VLA,NALAU,South Africa,N
5279,Valan Limited,VLN,VALAN,Moldova,N
5280,Valfell-Verkflug,EHR,ROTOR,Iceland,N
5281,Valuair,VLU,VALUAIR,Singapore,Y
5282,Van Air Europe,VAA,EUROVAN,Czech Republic,N
5283,Vanguardia en Aviacion en Colima,VGC,VANGUARDIA COLIMA,Mexico,N
5284,Vanguard Airlines,VGD,VANGUARD AIR,United States,N
5285,Vasco Air,VFC,VASCO AIR,Vietnam,Y
5286,Vega,VAG,SEGA,Kazakhstan,N
5287,Vega Air Company,WGA,WEGA FRANKO,Ukraine,N
5288,Veles,WEL, Ukrainian Aviation Company,VELES,N
5289,Verataxis,VTX,VERATAXIS,Mexico,N
5290,Veritair Ltd,BTP,NET RAIL,United Kingdom,N
5291,Voyageur Airways,VAL,VOYAGEUR,Canada,N
5292,Vernicos Aviation,GRV,NIGHT RIDER,Greece,N
5293,Vietnam Airlines,HVN,VIET NAM AIRLINES,Vietnam,Y
5294,Vozdushnaya Academy,KWA,VOZAIR,Kazakhstan,N
5295,VIM Airlines,MOV,MOV AIR,Russia,Y
5296,VIM-Aviaservice,MVY,,Russia,N
5297,VIA Rail Canada,,,Canada,N
5298,Victoria Aviation,ENV,ENDEAVOUR,United Kingdom,N
5299,Viscount Air Service,VCT,VISCOUNT AIR,United States,N
5300,Vision Airlines,SSI,SUPER JET,Nigeria,N
5301,VIP Air Charter,FXF,FOX FLIGHT,United States,N
5302,VIP Avia,PAV,NICOL,Kazakhstan,N
5303,VIP Avia,PRX,PAREX,Latvia,N
5304,Visionair,VAT,VISIONAIR,Ireland,N
5305,Viasa,,,Venezuela,N
5306,VICA - Viacao Charter Aereos,VCA,VICA,Brazil,N
5307,Volare Air Charter Company,VCM,CARMEN,United States,N
5308,Volaris,VOI,VOLARIS,Mexico,Y
5309,Volga-Dnepr Airlines,VDA,VOLGA-DNEPR,Russia,Y
5310,Vega Airlines,VEA,VEGA AIRLINES,Bulgaria,N
5311,Venescar Internacional,VEC,VECAR,Venezuela,N
5312,Victor Echo,VEE,VICTOR ECHO,Spain,N
5313,Virgin Express Ireland,VEI,GREEN ISLE,Ireland,N
5314,Virgin America,VRD,REDWOOD,United States,Y
5315,Vieques Air Link,VES,VIEQUES,United States,N
5316,Virgin Express,VEX,VIRGIN EXPRESS,Belgium,Y
5317,VZ Flights,VFT,ZETA FLIGHTS,Mexico,N
5318,Virgin Nigeria Airways,VGN,VIRGIN NIGERIA,Nigeria,Y
5319,Vologda State Air Enterprise,VGV,VOLOGDA AIR,Russia,N
5320,VH-Air Industrie,VHA,AIR V-H,Angola,N
5321,VHM Schul-und-Charterflug,VHM,EARLY BIRD,Germany,N
5322,Vibroair Flugservice,VIB,VITUS,Germany,N
5323,VIP Servicios Aereos Ejecutivos,VIC,VIP-EJECUTIVO,Mexico,N
5324,VIP Empresarial,VIE,VIP EMPRESARIAL,Mexico,N
5325,VIF Luftahrt,VIF,VIENNA FLIGHT,Austria,N
5326,Vega Aviation,VIG,VEGA AVIATION,Sudan,N
5327,Vichi,VIH,VICHI,Moldova,N
5328,Viking Airlines,VIK,SWEDJET,Sweden,N
5329,Vinair - Helicoptereos,VIN,VINAIR,Portugal,N
5330,Virgin Atlantic Airways,VIR,VIRGIN,United Kingdom,Y
5331,Viajes Ejecutivos Mexicanos,VJM,VIAJES MEXICANOS,Mexico,N
5332,Vistajet,VJT,VISTA,Canada,N
5333,Viva Macau,VVM,JACKPOT,Macao,Y
5334,Volare Airlines,VLE,VOLA,Italy,Y
5335,Vueling Airlines,VLG,VUELING,Spain,Y
5336,Vladivostok Air,VLK,VLADAIR,Russia,Y
5337,Varig Log,VLO,VELOG,Brazil,Y
5338,Vertical-T Air Company,VLT,VERTICAL,Russia,N
